District,YEAR,annual_precip,avg_temp,avg_max_temp,avg_humidity,avg_wind,temp_range_stddev,annual_precip_lag1,avg_temp_lag1,temp_range_stddev_lag1,predicted_spi,drought_risk
Arghakhanchi,2020,1620.8528192390768,22.41365389102705,27.85452077364955,59.834663448473876,2.5570772572819847,3.5132861653621754,1621.05,22.33967123287671,3.639443568484479,1.417272227921538,None
Arghakhanchi,2021,1621.0338892081782,22.532174535740552,27.82851411416324,59.87765420871502,2.539856905587124,3.468505949307176,1620.8528192390768,22.41365389102705,3.5132861653621754,1.3847797090210088,None
Arghakhanchi,2022,1621.0163802389668,22.522964234401762,27.743676482534585,59.92497768680717,2.5316703499337567,3.451875335072076,1621.0338892081782,22.532174535740552,3.468505949307176,1.41593445912702,None
Arghakhanchi,2023,1620.9762311499826,22.608678982366232,27.672796333274007,60.066343794067976,2.486447939582548,3.5906321204873275,1621.0163802389668,22.522964234401762,3.451875335072076,1.4702831374067813,None
Arghakhanchi,2024,1620.965061287328,22.690978466365582,27.64182775190249,59.994237377663445,2.546605061924881,3.6398138785438534,1620.9762311499826,22.608678982366232,3.5906321204873275,1.4940293327319973,None
Arghakhanchi,2025,1620.9621250103817,22.652616421496795,27.662624004459413,60.042143586994,2.7210231733129415,3.7295789019606715,1620.965061287328,22.690978466365582,3.6398138785438534,1.5158490455836544,None
Arghakhanchi,2026,1621.0432627355463,22.609143344449578,27.525997192293538,60.09145635624013,2.7028821031315657,3.9777399163870224,1620.9621250103817,22.652616421496795,3.7295789019606715,1.5781713461936862,None
Arghakhanchi,2027,1621.121844878479,22.527210968497688,27.45942922303456,60.23960455261681,2.686757955390024,3.943433331167016,1621.0432627355463,22.609143344449578,3.9777399163870224,1.5640359711846807,None
Arghakhanchi,2028,1621.1561272470524,22.540705544899133,27.521447524125776,60.293322685471814,2.5315921221978015,3.8679378266260183,1621.121844878479,22.527210968497688,3.943433331167016,1.5680622081868727,None
Arghakhanchi,2029,1621.1897902298056,22.449341626867035,27.63424948335459,60.12583274704773,2.589319192723139,3.9296043638407596,1621.1561272470524,22.540705544899133,3.8679378266260183,1.5616326741700577,None
Arghakhanchi,2030,1621.187382512565,22.33865553665804,27.73618800488466,59.96400078803498,2.6701126297084636,4.037873328110775,1621.1897902298056,22.449341626867035,3.9296043638407596,1.4410793077841606,None
Arghakhanchi,2031,1621.057605202052,22.41297437655949,27.814345087547167,59.94423420704921,2.6350984679383243,4.176923364335276,1621.187382512565,22.33865553665804,4.037873328110775,1.4681556234540147,None
Arghakhanchi,2032,1621.1711853201525,22.571532945876196,27.559992766419665,59.893467502342844,2.7646276463059736,4.083322156714995,1621.057605202052,22.41297437655949,4.176923364335276,1.4475088418009756,None
Arghakhanchi,2033,1621.1447230738947,22.550023439494048,27.67717552771655,59.942901375717824,2.73892065768629,4.085983001607623,1621.1711853201525,22.571532945876196,4.083322156714995,1.505739907576841,None
Arghakhanchi,2034,1621.0592472092972,22.619093154564453,27.58096665080725,59.85573588106166,2.646414737405134,3.999950294811969,1621.1447230738947,22.550023439494048,4.085983001607623,1.5198752825858464,None
Arghakhanchi,2035,1621.127867112615,22.702279272091328,27.554268160878117,59.80625528743652,2.633340526049672,4.156370663322092,1621.0592472092972,22.619093154564453,3.999950294811969,1.5158490455836544,None
Arghakhanchi,2036,1620.9263271681632,22.79614265704465,27.533734939565946,60.039035431329516,2.685864827975418,4.217745887668527,1621.127867112615,22.702279272091328,4.156370663322092,1.5158490455836544,None
Arghakhanchi,2037,1620.8386969163344,22.848856897486517,27.52197756988754,60.10538001747767,2.523462157290555,4.009666305936763,1620.9263271681632,22.79614265704465,4.217745887668527,1.5951880598658266,None
Arghakhanchi,2038,1620.837936706928,22.81369442048767,27.333123058118435,60.16515767755526,2.6675323124932935,3.8683018686503936,1620.8386969163344,22.848856897486517,4.009666305936763,1.6892533789101385,None
Arghakhanchi,2039,1620.8008263161694,22.919147516570163,27.233693147708266,60.05993375442167,2.615562494680745,3.942621316437721,1620.837936706928,22.81369442048767,3.8683018686503936,1.581560221816588,None
Arghakhanchi,2040,1620.8350524233551,22.9169503403186,27.118247238447992,60.13584532726519,2.718115024194601,3.9286814716301652,1620.8008263161694,22.919147516570163,3.942621316437721,1.7082616513831357,None
Arghakhanchi,2041,1620.8691735258687,22.953759087914843,27.175102830676288,60.00624341569487,2.6962786875811777,3.838298864616958,1620.8350524233551,22.9169503403186,3.9286814716301652,1.645939350773104,None
Arghakhanchi,2042,1620.9860334191233,23.098303433508907,27.376530942388793,59.9667277650021,2.571244057583525,4.009154180702152,1620.8691735258687,22.953759087914843,3.838298864616958,1.6861359671406926,None
Arghakhanchi,2043,1620.8174482040422,23.140285120361792,27.580168117623607,59.996352548239656,2.492377368827173,3.9758677178933057,1620.9860334191233,23.098303433508907,4.009154180702152,1.7046494600288378,None
Arghakhanchi,2044,1620.8148986160086,23.270339680041644,27.513439458774542,60.084833790360285,2.5710301332753196,3.84245646059117,1620.8174482040422,23.140285120361792,3.9758677178933057,1.7669717606388695,None
Arghakhanchi,2045,1620.708487263097,23.187009063150164,27.421708089296306,60.00007281684592,2.567768098609854,3.702563452181055,1620.8148986160086,23.270339680041644,3.84245646059117,1.7046494600288378,None
Arghakhanchi,2046,1620.6325120770211,23.199702903605314,27.293859349955675,60.02479093164178,2.5562628558414997,3.8914624067849717,1620.708487263097,23.187009063150164,3.702563452181055,1.7046494600288378,None
Arghakhanchi,2047,1620.7389715666604,23.302122759089915,27.358619754770636,59.98041249197755,2.4303170227772357,3.7982806068224253,1620.6325120770211,23.199702903605314,3.8914624067849717,1.709100656827002,None
Arghakhanchi,2048,1620.7928444745341,23.120460843393968,27.37195342815275,59.92230232993216,2.364552807963626,3.9046001899503415,1620.7389715666604,23.302122759089915,3.7982806068224253,1.7469733435088606,None
Arghakhanchi,2049,1620.7910103223933,23.424746075595802,27.366399746219706,59.88183096039115,2.463156160608681,3.775104515453446,1620.7928444745341,23.120460843393968,3.9046001899503415,1.7046494600288378,None
Arghakhanchi,2050,1620.858589175209,23.25346492952316,27.308927203030507,60.01104449358161,2.6004248618466845,3.9674670013368027,1620.7910103223933,23.424746075595802,3.775104515453446,1.7507994625454102,None
Baglung,2020,1875.21976822282,13.30312218587795,18.147595658147534,69.7728235736361,2.099592025592922,3.0849403489257736,1875.5,13.266876712328768,3.0694130281697403,1.866268788345012,None
Baglung,2021,1875.2125585398346,13.170168220774462,18.1045410804171,69.84697630960517,1.9034588386669202,3.1264839866696006,1875.21976822282,13.30312218587795,3.0849403489257736,1.8498112831775322,None
Baglung,2022,1875.1562793715048,13.291876904123495,18.075916662390732,69.7114659537268,1.8537722425317393,3.1350238998067526,1875.2125585398346,13.170168220774462,3.1264839866696006,1.8871611253359744,None
Baglung,2023,1875.2887620763001,13.334285404423003,18.233441592385418,69.88544573186309,1.9823819156125249,3.17296123435248,1875.1562793715048,13.291876904123495,3.1350238998067526,1.8592277691584227,None
Baglung,2024,1875.2635094248722,13.233641729454957,18.215312084813203,69.88198463991228,1.9328070994836206,3.182042738480104,1875.2887620763001,13.334285404423003,3.17296123435248,1.8498112831775322,None
Baglung,2025,1875.1345661112662,12.981493601148086,18.36035778006188,69.82658312802816,1.772633213383718,3.139883313311214,1875.2635094248722,13.233641729454957,3.182042738480104,1.8871611253359744,None
Baglung,2026,1874.917272281101,13.09022197893338,18.30647195224281,69.94002094758494,1.902277876354185,3.300188174126793,1875.1345661112662,12.981493601148086,3.139883313311214,1.9163076071386775,None
Baglung,2027,1875.0135693405769,13.273745124801094,18.227590037889705,70.10416392110024,1.9579007842107525,3.1687026918133423,1874.917272281101,13.09022197893338,3.300188174126793,1.8871611253359744,None
Baglung,2028,1874.8851918087282,13.33010076551873,18.316789253963282,69.84831403245997,1.8554272965898124,3.2016912900935424,1875.0135693405769,13.273745124801094,3.1687026918133423,1.8871611253359744,None
Baglung,2029,1874.8505416959506,13.489884959149487,18.245153371643422,69.7893264330953,1.8585817663381614,3.1760249386780863,1874.8851918087282,13.33010076551873,3.2016912900935424,1.8498112831775322,None
Baglung,2030,1874.6641455351823,13.65506652024048,18.158777817353943,69.71384759799383,1.9789412519948477,3.037276577886766,1874.8505416959506,13.489884959149487,3.1760249386780863,1.883572410074526,None
Baglung,2031,1874.7351620130296,13.56259401614225,17.960193507315886,69.60244507571609,2.1812941222739948,3.0169039619204527,1874.6641455351823,13.65506652024048,3.037276577886766,1.8045213312199766,None
Baglung,2032,1874.7669327162378,13.602220763837957,17.75644975961946,69.55151322645553,2.1918778849546614,3.049891631864658,1874.7351620130296,13.56259401614225,3.0169039619204527,1.7811426126447616,None
Baglung,2033,1874.7728271686187,13.722581447325124,17.72705500842327,69.42900179380112,2.2870497964160066,3.121845934232728,1874.7669327162378,13.602220763837957,3.049891631864658,1.793046744839278,None
Baglung,2034,1874.7270024931966,13.798601155194499,17.842496855422088,69.51607389588364,2.1975048526136427,3.0102870788606926,1874.7728271686187,13.722581447325124,3.121845934232728,1.8045213312199766,None
Baglung,2035,1874.7596828169492,13.936320384203404,17.806718639451134,69.4676254819795,2.233000351062361,2.9615048600270852,1874.7270024931966,13.798601155194499,3.0102870788606926,1.8045213312199766,None
Baglung,2036,1874.7615264840754,13.838437125942663,17.699658561542112,69.45660103143277,2.181053837869187,2.966596474080282,1874.7596828169492,13.936320384203404,2.9615048600270852,1.7811426126447616,None
Baglung,2037,1874.699024801254,13.702127225321414,17.812005221851297,69.57896122519728,2.24844517716508,3.1081974245612978,1874.7615264840754,13.838437125942663,2.966596474080282,1.8045213312199766,None
