District,YEAR,avg_temp,avg_max_temp,temp_range_stddev,avg_humidity,avg_wind,annual_precip,avg_temp_lag1,annual_precip_lag1,temp_range_stddev_lag1,predicted_avg_temp
Arghakhanchi,2020,22.40866828232763,27.682909502527206,3.7239394118808873,59.84860657485938,2.5520098101626143,1621.2089194994862,22.33967123287671,1621.05,3.639443568484479,22.413010510650743
Arghakhanchi,2021,22.420882947227852,27.7008846378358,3.774909536443518,59.6569247195904,2.4174765047709537,1621.1107939610417,22.40866828232763,1621.2089194994862,3.7239394118808873,22.422478810820078
Arghakhanchi,2022,22.44575144757863,27.623602133272673,3.690877461738661,59.6334237318584,2.3580246202788326,1621.210515389627,22.420882947227852,1621.1107939610417,3.774909536443518,22.430616753635807
Arghakhanchi,2023,22.346987500819036,27.59750844476959,3.7158587701188326,59.42167395968605,2.4648837960282677,1621.297751713238,22.44575144757863,1621.210515389627,3.690877461738661,22.336949366152986
Arghakhanchi,2024,22.331468650063304,27.4363157255965,3.5985090476702144,59.4380483899629,2.538784739052629,1621.285302291527,22.346987500819036,1621.297751713238,3.7158587701188326,22.327339405897693
Arghakhanchi,2025,22.332254650142843,27.410544052638087,3.578505148087053,59.423645144730536,2.460660690080353,1621.2902926382003,22.331468650063304,1621.285302291527,3.5985090476702144,22.32642320620738
Arghakhanchi,2026,22.558471633275136,27.379073149708095,3.497321799581975,59.3975451877454,2.6230945497165825,1621.1425271768617,22.332254650142843,1621.2902926382003,3.578505148087053,22.610428176877328
Arghakhanchi,2027,22.690348987190678,27.247876768183527,3.518969511400749,59.18433915169259,2.5939741261698024,1621.1529457488307,22.558471633275136,1621.1425271768617,3.497321799581975,22.722747272424296
Arghakhanchi,2028,22.669433233155875,27.448869120190768,3.431027820819873,59.11091886389585,2.4849955816346476,1620.9911198506952,22.690348987190678,1621.1529457488307,3.518969511400749,22.637856782034934
Arghakhanchi,2029,22.690761505585105,27.543999334878023,3.348524984575078,59.05396929176315,2.4096395982253465,1621.017530032006,22.669433233155875,1620.9911198506952,3.431027820819873,22.719067256759722
Arghakhanchi,2030,22.586525558800208,27.5311364096845,3.3140852675256203,59.242226239200164,2.336421744200299,1621.0590262438066,22.690761505585105,1621.017530032006,3.348524984575078,22.611174021629516
Arghakhanchi,2031,22.441374053183512,27.51258960212987,3.2892917500401606,59.22431789272591,2.454099031234377,1621.0744465878736,22.586525558800208,1621.0590262438066,3.3140852675256203,22.438173453340767
Arghakhanchi,2032,22.425780634328447,27.37205559600028,3.3359643718614937,59.222619061094846,2.290746237713064,1621.0545727703852,22.441374053183512,1621.0744465878736,3.2892917500401606,22.421871816325446
Arghakhanchi,2033,22.547245156857155,27.306544867733653,3.533431906987415,59.09363587106989,2.233303857683118,1621.0329821028238,22.425780634328447,1621.0545727703852,3.3359643718614937,22.601525516582488
Arghakhanchi,2034,22.57498395503835,27.3653304443094,3.5698516548817647,59.11861812215524,2.2318510640990072,1621.1491089792298,22.547245156857155,1621.0329821028238,3.533431906987415,22.611781016124148
Arghakhanchi,2035,22.736580623475646,27.380252281788152,3.4667818252120077,58.89756503185945,2.1465395788764314,1621.2694470981805,22.57498395503835,1621.1491089792298,3.5698516548817647,22.726771474937905
Arghakhanchi,2036,22.773803521264565,27.555798570950323,3.529900574270192,58.94425158816994,2.1083758615831596,1621.2633468724068,22.736580623475646,1621.2694470981805,3.4667818252120077,22.729540667574497
Arghakhanchi,2037,22.85265057269938,27.610250028380136,3.381507312822166,59.00427797654882,2.152680757714979,1621.0585901187935,22.773803521264565,1621.2633468724068,3.529900574270192,22.88169595924335
Arghakhanchi,2038,22.835331819499046,27.567267638768236,3.446561497882525,58.96838641210501,2.0390797396170193,1621.0899235136342,22.85265057269938,1621.0585901187935,3.381507312822166,22.88169595924335
Arghakhanchi,2039,22.831056952572812,27.404393040693446,3.35828161125312,58.899160720847576,2.04001419232894,1621.1364914901842,22.835331819499046,1621.0899235136342,3.446561497882525,22.88169595924335
Arghakhanchi,2040,22.868782960896677,27.598425830261004,3.5418820413329817,58.70752941223915,2.031561194973511,1621.2420580085875,22.831056952572812,1621.1364914901842,3.35828161125312,22.88041388388267
Arghakhanchi,2041,22.840855896917382,27.372032689549044,3.7361886755430738,58.70055063869997,2.0473802715194465,1621.1330997193031,22.868782960896677,1621.2420580085875,3.5418820413329817,22.88041388388267
Arghakhanchi,2042,23.026948053145013,27.32654225063882,3.683142715691395,58.665414100171084,1.9939088193355516,1621.144958404554,22.840855896917382,1621.1330997193031,3.7361886755430738,23.058984319673637
Arghakhanchi,2043,22.901410416937217,27.291576054633623,3.6839007141291478,58.65794930544026,2.1076577450139675,1621.4399684022565,23.026948053145013,1621.144958404554,3.683142715691395,22.885526508913262
Arghakhanchi,2044,22.76975649608998,27.26080249062831,3.7045764511995634,58.56049728098414,2.0100629775021948,1621.3319322744912,22.901410416937217,1621.4399684022565,3.6839007141291478,22.7369583517721
Arghakhanchi,2045,22.619362590813992,27.298790841586065,3.6175189314227545,58.66906214972655,2.157318831697441,1621.1441763181897,22.76975649608998,1621.3319322744912,3.7045764511995634,22.612502601672322
Arghakhanchi,2046,22.53702700873681,27.312068107952438,3.5709081057093983,58.67827061015631,2.148372249737147,1621.1725274266744,22.619362590813992,1621.1441763181897,3.6175189314227545,22.608253974850623
Arghakhanchi,2047,22.750755721496283,27.187827593466032,3.555626062779792,58.88309112810907,1.974590636611008,1621.248753262075,22.53702700873681,1621.1725274266744,3.5709081057093983,22.73290708377483
Arghakhanchi,2048,22.712987490044895,27.276419050744988,3.4347768475183176,58.969749184657466,2.036438973665799,1621.3783746852944,22.750755721496283,1621.248753262075,3.555626062779792,22.721677912163205
Arghakhanchi,2049,22.64650797426219,27.288491397141094,3.2275875477819995,59.05144377503991,1.9866248522297498,1621.4510830297422,22.712987490044895,1621.3783746852944,3.4347768475183176,22.643117644752905
Arghakhanchi,2050,22.57239239344756,27.279283517638003,3.1807602450595405,59.197696290163684,1.9439098536030899,1621.71305497444,22.64650797426219,1621.4510830297422,3.2275875477819995,22.616278224838023
Baglung,2020,13.406501555417105,18.38143392454053,3.1811413485921824,69.62231110567095,1.936962860330142,1875.6322273414473,13.266876712328768,1875.5,3.0694130281697403,13.408251844385779
Baglung,2021,13.296764589511017,18.146920530586726,3.195340612284745,69.4974084700959,1.7416592757358542,1875.613002033483,13.406501555417105,1875.6322273414473,3.1811413485921824,13.264393535353614
Baglung,2022,13.380893577324336,18.26906408421772,3.3846429145628663,69.38338203456581,1.641310405910358,1875.6394004992007,13.296764589511017,1875.613002033483,3.195340612284745,13.288002745010948
Baglung,2023,13.441671601204614,18.162201927630786,3.4283837055142046,69.2303594962221,1.7104136267503696,1875.7152490845356,13.380893577324336,1875.6394004992007,3.3846429145628663,13.401820103008376
Baglung,2024,13.406033417113779,18.080708530585486,3.4252336867437108,69.23587413166506,1.7806695525448788,1875.8964358487985,13.441671601204614,1875.7152490845356,3.4283837055142046,13.401820103008376
Baglung,2025,13.430645539446047,18.150178520854322,3.3531974392284285,69.23000134126038,1.7712681560396584,1875.6482429295404,13.406033417113779,1875.8964358487985,3.4252336867437108,13.401820103008376
Baglung,2026,13.464965549999162,17.929287309392613,3.3357969160017147,69.32519459654496,1.5716356698648224,1875.7911486856813,13.430645539446047,1875.6482429295404,3.3531974392284285,13.401820103008376
Baglung,2027,13.604757263322428,17.9717801644787,3.2234749190609904,69.17147408885347,1.5566146458199945,1875.8108132855525,13.464965549999162,1875.7911486856813,3.3357969160017147,13.499209915437442
